2025-01-21 00:44:08.667 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.xiaojusurvey.engine.controller.SurveyResponseControllerTest], using DelegatingSmartContextLoader
2025-01-21 00:50:58.841 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@5918c260, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@3d7b1f1c, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@51ce6f85, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@1f44ddab, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@5017e1, org.springframework.test.context.support.DirtiesContextTestExecutionListener@65b66b08, org.springframework.test.context.transaction.TransactionalTestExecutionListener@4726927c, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@7eb6b6b6, org.springframework.test.context.event.EventPublishingTestExecutionListener@7ed9499e, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@28e19366, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@5b275174, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@10ef5fa0, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@244e619a, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@10acd6, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@61dde151]
2025-01-21 01:01:21.753 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.xiaojusurvey.engine.controller.CollaboratorControllerTest], using DelegatingSmartContextLoader
2025-01-21 01:01:21.761 [main] INFO  o.s.t.c.s.AbstractContextLoader [] - Could not detect default resource locations for test class [com.xiaojusurvey.engine.controller.CollaboratorControllerTest]: no resource found for suffixes {-context.xml}.
2025-01-21 01:01:21.762 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils [] - Could not detect default configuration classes for test class [com.xiaojusurvey.engine.controller.CollaboratorControllerTest]: CollaboratorControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2025-01-21 01:01:21.829 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2025-01-21 01:01:21.843 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@475c9c31, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@5c86a017, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@5c7bfdc1, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@5276d6ee, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@71687585, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1807f5a7, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1b919693, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@7fb4f2a9, org.springframework.test.context.event.EventPublishingTestExecutionListener@4dc27487, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@6a4f1a55, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@7dfd3c81, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@2584b82d, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@7bbc8656, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@6933b6c6, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@7d3e8655]
2025-01-21 01:01:22.193 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.xiaojusurvey.engine.controller.SurveyControllerTest], using DelegatingSmartContextLoader
2025-01-21 01:01:22.193 [main] INFO  o.s.t.c.s.AbstractContextLoader [] - Could not detect default resource locations for test class [com.xiaojusurvey.engine.controller.SurveyControllerTest]: no resource found for suffixes {-context.xml}.
2025-01-21 01:01:22.194 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils [] - Could not detect default configuration classes for test class [com.xiaojusurvey.engine.controller.SurveyControllerTest]: SurveyControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2025-01-21 01:01:22.196 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2025-01-21 01:01:22.197 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2cd2c8fe, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7d61eccf, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@cc6460c, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@52350abb, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@681aad3b, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1a6f2363, org.springframework.test.context.transaction.TransactionalTestExecutionListener@2427e004, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@5ebd56e9, org.springframework.test.context.event.EventPublishingTestExecutionListener@63f34b70, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@641856, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@1b58ff9e, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@2f66e802, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@56b78e55, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@76318a7d, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@2a492f2a]
2025-01-21 01:01:22.427 [main] INFO  c.x.e.controller.SurveyController [] - [publishSurvey] 发布问卷,param=SurveyListParam(filter=null, order=null, workspaceId=null, username=null, userId=null)
2025-01-21 01:01:22.438 [main] INFO  c.x.e.controller.SurveyController [] - [publishSurvey] 发布问卷,surveyId=11111
2025-01-21 01:01:22.448 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.xiaojusurvey.engine.controller.SurveyHistoryControllerTest], using DelegatingSmartContextLoader
2025-01-21 01:01:22.449 [main] INFO  o.s.t.c.s.AbstractContextLoader [] - Could not detect default resource locations for test class [com.xiaojusurvey.engine.controller.SurveyHistoryControllerTest]: no resource found for suffixes {-context.xml}.
2025-01-21 01:01:22.449 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils [] - Could not detect default configuration classes for test class [com.xiaojusurvey.engine.controller.SurveyHistoryControllerTest]: SurveyHistoryControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2025-01-21 01:01:22.452 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2025-01-21 01:01:22.453 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@3c0fbd3a, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@562457e1, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@54562ea6, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@1a35993f, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@5b12012e, org.springframework.test.context.support.DirtiesContextTestExecutionListener@2f7dcef2, org.springframework.test.context.transaction.TransactionalTestExecutionListener@4a3be6a5, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@7cf162bc, org.springframework.test.context.event.EventPublishingTestExecutionListener@3721177d, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@766a4535, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@63718b93, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@14e2e1c3, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@2b4786dd, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@f202d6d, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@60e21209]
2025-01-21 01:01:22.467 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.xiaojusurvey.engine.controller.SurveyMetaControllerTest], using DelegatingSmartContextLoader
2025-01-21 01:01:22.468 [main] INFO  o.s.t.c.s.AbstractContextLoader [] - Could not detect default resource locations for test class [com.xiaojusurvey.engine.controller.SurveyMetaControllerTest]: no resource found for suffixes {-context.xml}.
2025-01-21 01:01:22.468 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils [] - Could not detect default configuration classes for test class [com.xiaojusurvey.engine.controller.SurveyMetaControllerTest]: SurveyMetaControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2025-01-21 01:01:22.470 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2025-01-21 01:01:22.471 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@57ce634f, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@b8a7e43, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@35835fa, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@56f71edb, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@7207cb51, org.springframework.test.context.support.DirtiesContextTestExecutionListener@2a27cb34, org.springframework.test.context.transaction.TransactionalTestExecutionListener@6892cc6f, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@6fd1660, org.springframework.test.context.event.EventPublishingTestExecutionListener@4a6c18ad, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@5e8604bf, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@20095ab4, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@4e2916c3, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@64aad6db, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@ae7950d, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@60d1b21f]
2025-01-21 01:01:22.527 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.xiaojusurvey.engine.controller.SurveyResponseControllerTest], using DelegatingSmartContextLoader
2025-01-21 01:01:22.528 [main] INFO  o.s.t.c.s.AbstractContextLoader [] - Could not detect default resource locations for test class [com.xiaojusurvey.engine.controller.SurveyResponseControllerTest]: no resource found for suffixes {-context.xml}.
2025-01-21 01:01:22.528 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils [] - Could not detect default configuration classes for test class [com.xiaojusurvey.engine.controller.SurveyResponseControllerTest]: SurveyResponseControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2025-01-21 01:01:22.529 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2025-01-21 01:01:22.529 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@46d9aec8, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@14379273, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@7918c7f8, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@17740dae, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@1c504e66, org.springframework.test.context.support.DirtiesContextTestExecutionListener@345cf395, org.springframework.test.context.transaction.TransactionalTestExecutionListener@bc4d5e1, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@3c6aa04a, org.springframework.test.context.event.EventPublishingTestExecutionListener@2257fadf, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@7144655b, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@5c82cd4f, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@35835e65, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@289fdb08, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@7a231dfd, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@30814f43]
2025-01-21 01:01:22.542 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.xiaojusurvey.engine.controller.UserControllerTest], using DelegatingSmartContextLoader
2025-01-21 01:01:22.543 [main] INFO  o.s.t.c.s.AbstractContextLoader [] - Could not detect default resource locations for test class [com.xiaojusurvey.engine.controller.UserControllerTest]: no resource found for suffixes {-context.xml}.
2025-01-21 01:01:22.543 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils [] - Could not detect default configuration classes for test class [com.xiaojusurvey.engine.controller.UserControllerTest]: UserControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2025-01-21 01:01:22.545 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2025-01-21 01:01:22.545 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@7d0cc890, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@49293b43, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@5ff60a8c, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7ce4de34, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@67b7c170, org.springframework.test.context.support.DirtiesContextTestExecutionListener@67440de6, org.springframework.test.context.transaction.TransactionalTestExecutionListener@889d9e8, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@5246a3b3, org.springframework.test.context.event.EventPublishingTestExecutionListener@ba354ca, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@4c4f4365, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@acf859d, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@6df3e44c, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@7ce7e83c, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@4a05d8ae, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@3c904f1e]
2025-01-21 01:01:22.659 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.xiaojusurvey.engine.controller.WorkspaceControllerTest], using DelegatingSmartContextLoader
2025-01-21 01:01:22.659 [main] INFO  o.s.t.c.s.AbstractContextLoader [] - Could not detect default resource locations for test class [com.xiaojusurvey.engine.controller.WorkspaceControllerTest]: no resource found for suffixes {-context.xml}.
2025-01-21 01:01:22.659 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils [] - Could not detect default configuration classes for test class [com.xiaojusurvey.engine.controller.WorkspaceControllerTest]: WorkspaceControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2025-01-21 01:01:22.660 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2025-01-21 01:01:22.661 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@71cb3139, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@1639f93a, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@3491e86e, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@68f32020, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@409986fe, org.springframework.test.context.support.DirtiesContextTestExecutionListener@19b047fe, org.springframework.test.context.transaction.TransactionalTestExecutionListener@22590e3e, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@53dad875, org.springframework.test.context.event.EventPublishingTestExecutionListener@5f780a86, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@446c3920, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@2eaef76d, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@2b329bbd, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@34819867, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@118102ee, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@48cd9a2c]
2025-01-21 01:01:22.697 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.xiaojusurvey.engine.controller.WorkspaceMemberControllerTest], using DelegatingSmartContextLoader
2025-01-21 01:01:22.698 [main] INFO  o.s.t.c.s.AbstractContextLoader [] - Could not detect default resource locations for test class [com.xiaojusurvey.engine.controller.WorkspaceMemberControllerTest]: no resource found for suffixes {-context.xml}.
2025-01-21 01:01:22.698 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils [] - Could not detect default configuration classes for test class [com.xiaojusurvey.engine.controller.WorkspaceMemberControllerTest]: WorkspaceMemberControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2025-01-21 01:01:22.699 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2025-01-21 01:01:22.699 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@64693226, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@1c758545, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@117bcfdc, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@73a19967, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@5e746d37, org.springframework.test.context.support.DirtiesContextTestExecutionListener@6e1b9411, org.springframework.test.context.transaction.TransactionalTestExecutionListener@21d1b321, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@5ec46cdd, org.springframework.test.context.event.EventPublishingTestExecutionListener@2324bfe7, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@112d1c8e, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@3d49fd31, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@4016ccc1, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@46cb98a3, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@3ffb3598, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@4da9f723]
2025-01-27 15:06:51.283 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper [] - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.xiaojusurvey.engine.controller.SurveyResponseControllerTest], using DelegatingSmartContextLoader
